time (sec)	X tilt (m/s^2)	Y tilt (m/s^2)	Z tilt (m/s^2)
34.1693	-0.206592	-9.8906	-0.248303
34.1793	-0.201852	-9.89035	-0.24846
34.1894	-0.197131	-9.89012	-0.248536
34.1994	-0.19243	-9.88991	-0.248534
34.2094	-0.187747	-9.88972	-0.248455
34.2194	-0.183083	-9.88954	-0.248303
34.2294	-0.178439	-9.88938	-0.24808
34.2394	-0.173814	-9.88924	-0.24779
34.2494	-0.169209	-9.88912	-0.247435
34.2594	-0.164624	-9.88901	-0.247019
34.2694	-0.160059	-9.88892	-0.246547
34.2795	-0.155516	-9.88885	-0.246021
34.2895	-0.150993	-9.8888	-0.245447
34.2995	-0.146493	-9.88877	-0.244828
34.3095	-0.142015	-9.88875	-0.244168
34.3195	-0.13756	-9.88875	-0.243471
34.3295	-0.13313	-9.88877	-0.242743
34.3395	-0.128724	-9.8888	-0.241987
34.3495	-0.124345	-9.88884	-0.241207
34.3595	-0.119992	-9.8889	-0.240408
34.3696	-0.115667	-9.88897	-0.239595
34.3796	-0.111371	-9.88906	-0.238772
34.3896	-0.107106	-9.88915	-0.237944
34.3996	-0.102873	-9.88926	-0.237115
34.4096	-0.0986721	-9.88937	-0.236289
34.4196	-0.094506	-9.88949	-0.23547
34.4296	-0.0903754	-9.88962	-0.234663
34.4396	-0.0862821	-9.88976	-0.233872
34.4497	-0.0822277	-9.88989	-0.2331
34.4597	-0.0782136	-9.89003	-0.232352
34.4697	-0.0742411	-9.89018	-0.231632
34.4797	-0.0703126	-9.89032	-0.230943
34.4897	-0.0664295	-9.89046	-0.230288
34.4997	-0.0625936	-9.8906	-0.229671
34.5097	-0.0588063	-9.89074	-0.229096
34.5197	-0.0550693	-9.89087	-0.228566
34.5297	-0.051384	-9.891	-0.228083
34.5398	-0.0477517	-9.89112	-0.22765
34.5498	-0.0441748	-9.89123	-0.227271
34.5598	-0.0406545	-9.89133	-0.226947
34.5698	-0.0371923	-9.89143	-0.226681
34.5798	-0.0337893	-9.89151	-0.226476
34.5898	-0.0304469	-9.89158	-0.226333
34.5998	-0.0271663	-9.89164	-0.226254
34.6098	-0.0239483	-9.89169	-0.226241
34.6198	-0.0207935	-9.89173	-0.226297
34.6299	-0.0177026	-9.89175	-0.226422
34.6399	-0.0146767	-9.89176	-0.226617
34.6499	-0.0117155	-9.89175	-0.226885
34.6599	-0.00881934	-9.89173	-0.227226
34.6699	-0.00598814	-9.8917	-0.22764
34.6799	-0.00322182	-9.89165	-0.228127
34.6899	-0.000519958	-9.89159	-0.228688
34.6999	0.00211847	-9.89151	-0.229323
34.71	0.0046944	-9.89142	-0.230033
34.72	0.00720857	-9.89131	-0.230819
34.73	0.00966244	-9.89119	-0.231679
34.74	0.0120584	-9.89106	-0.232613
34.75	0.0143972	-9.89092	-0.23362
34.76	0.0166813	-9.89076	-0.2347
34.77	0.0189131	-9.89059	-0.235852
34.78	0.0210958	-9.89041	-0.237074
34.79	0.0232323	-9.89022	-0.238365
34.8001	0.0253254	-9.89002	-0.239724
34.8101	0.0273784	-9.8898	-0.241148
34.8201	0.0293975	-9.88958	-0.242635
34.8301	0.0313821	-9.88934	-0.244185
34.8401	0.0333355	-9.8891	-0.245795
34.8501	0.0352609	-9.88884	-0.247463
34.8601	0.0371635	-9.88858	-0.249187
34.8701	0.039048	-9.8883	-0.250966
34.8801	0.0409188	-9.88802	-0.252799
34.8902	0.0427779	-9.88772	-0.254679
34.9002	0.0446319	-9.88742	-0.256612
34.9102	0.0464818	-9.8871	-0.258585
34.9202	0.0483334	-9.88678	-0.260601
34.9302	0.0501891	-9.88645	-0.262657
34.9402	0.0520551	-9.88611	-0.264752
34.9502	0.053935	-9.88576	-0.266881
34.9602	0.0558331	-9.88539	-0.269042
34.9703	0.0577528	-9.88501	-0.271233
34.9803	0.059698	-9.88463	-0.273453
34.9903	0.0616726	-9.88423	-0.275703
35.0003	0.0636803	-9.88381	-0.277979
35.0103	0.065724	-9.88339	-0.28028
35.0203	0.0678076	-9.88295	-0.282605
35.0303	0.0699345	-9.8825	-0.284951
35.0403	0.0721075	-9.88203	-0.287319
35.0503	0.0743295	-9.88155	-0.289706
35.0604	0.0766039	-9.88105	-0.292113
35.0704	0.0789331	-9.88053	-0.294539
35.0804	0.0813198	-9.88	-0.296984
35.0904	0.0837665	-9.87945	-0.299447
35.1004	0.0862764	-9.87888	-0.301928
35.1104	0.0888515	-9.87829	-0.304428
35.1204	0.0914932	-9.87768	-0.306948
35.1304	0.0942036	-9.87705	-0.30949
35.1404	0.0969846	-9.87639	-0.312053
35.1505	0.0998379	-9.87572	-0.314641
35.1605	0.102765	-9.87502	-0.317254
35.1705	0.105767	-9.8743	-0.319896
35.1805	0.108845	-9.87355	-0.322567
35.1905	0.111999	-9.87279	-0.325271
35.2005	0.115232	-9.87199	-0.32801
35.2105	0.118544	-9.87117	-0.330787
35.2205	0.121936	-9.87032	-0.333605
35.2306	0.125408	-9.86944	-0.336467
35.2406	0.128959	-9.86853	-0.339378
35.2506	0.132592	-9.86759	-0.342341
35.2606	0.136304	-9.86663	-0.34536
35.2706	0.140096	-9.86563	-0.34844
35.2806	0.143967	-9.8646	-0.351585
35.2906	0.147916	-9.86354	-0.354802
35.3006	0.151944	-9.86245	-0.358094
35.3106	0.156049	-9.86132	-0.361465
35.3207	0.16023	-9.86015	-0.364922
35.3307	0.164487	-9.85895	-0.368469
35.3407	0.168819	-9.85772	-0.372112
35.3507	0.173223	-9.85644	-0.375858
35.3607	0.177698	-9.85513	-0.37971
35.3707	0.182244	-9.85378	-0.383676
35.3807	0.186857	-9.85238	-0.387762
35.3907	0.191538	-9.85095	-0.391975
35.4007	0.196282	-9.84947	-0.39632
35.4108	0.201088	-9.84795	-0.400803
35.4208	0.205954	-9.84639	-0.405431
35.4308	0.210877	-9.84478	-0.41021
35.4408	0.215855	-9.84312	-0.415147
35.4508	0.220887	-9.84141	-0.420246
35.4608	0.22597	-9.83966	-0.425516
35.4708	0.231101	-9.83786	-0.430962
35.4808	0.236278	-9.836	-0.43659
35.4909	0.241499	-9.8341	-0.442408
35.5009	0.24676	-9.83214	-0.448419
35.5109	0.25206	-9.83013	-0.45463
35.5209	0.257396	-9.82806	-0.461047
35.5309	0.262765	-9.82594	-0.467676
35.5409	0.268165	-9.82376	-0.474523
35.5509	0.273594	-9.82152	-0.481592
35.5609	0.279049	-9.81922	-0.488889
35.5709	0.284527	-9.81687	-0.49642
35.581	0.290027	-9.81445	-0.504189
35.591	0.295546	-9.81197	-0.512202
35.601	0.301082	-9.80943	-0.520463
35.611	0.306633	-9.80682	-0.528975
35.621	0.312197	-9.80415	-0.537743
35.631	0.317772	-9.80141	-0.546771
35.641	0.323356	-9.7986	-0.556064
35.651	0.328946	-9.79573	-0.565623
35.661	0.334542	-9.79279	-0.575454
35.6711	0.340141	-9.78978	-0.585558
35.6811	0.345741	-9.7867	-0.595939
35.6911	0.351341	-9.78355	-0.606598
35.7011	0.35694	-9.78033	-0.617539
35.7111	0.362536	-9.77704	-0.628763
35.7211	0.368127	-9.77367	-0.640272
35.7311	0.373711	-9.77023	-0.652068
35.7411	0.379288	-9.76672	-0.664152
35.7512	0.384856	-9.76314	-0.676525
35.7612	0.390413	-9.75948	-0.689189
35.7712	0.395959	-9.75574	-0.702142
35.7812	0.401491	-9.75193	-0.715386
35.7912	0.40701	-9.74804	-0.728921
35.8012	0.412513	-9.74407	-0.742746
35.8112	0.417999	-9.74003	-0.75686
35.8212	0.423466	-9.73591	-0.771264
35.8312	0.428914	-9.73171	-0.785954
35.8413	0.434341	-9.72744	-0.80093
35.8513	0.439745	-9.72309	-0.816189
35.8613	0.445127	-9.71865	-0.83173
35.8713	0.450484	-9.71414	-0.847554
35.8813	0.455814	-9.70956	-0.863657
35.8913	0.461117	-9.70489	-0.880034
35.9013	0.46639	-9.70015	-0.896682
35.9113	0.471632	-9.69533	-0.913599
35.9213	0.476843	-9.69043	-0.930781
35.9314	0.48202	-9.68545	-0.948226
35.9414	0.487162	-9.6804	-0.965928
35.9514	0.492269	-9.67527	-0.983886
35.9614	0.497339	-9.67006	-1.00209
35.9714	0.502371	-9.66478	-1.02055
35.9814	0.507363	-9.65942	-1.03924
35.9914	0.512315	-9.65398	-1.05817
36.0014	0.517223	-9.64847	-1.07733
36.0115	0.522088	-9.64289	-1.09672
36.0215	0.526907	-9.63723	-1.11633
36.0315	0.53168	-9.63151	-1.13615
36.0415	0.536406	-9.62571	-1.15619
36.0515	0.541083	-9.61984	-1.17643
36.0615	0.545711	-9.61391	-1.19687
36.0715	0.550288	-9.6079	-1.2175
36.0815	0.554813	-9.60183	-1.23832
36.0915	0.559286	-9.5957	-1.25932
36.1016	0.563706	-9.5895	-1.28049
36.1116	0.568071	-9.58324	-1.30183
36.1216	0.572382	-9.57691	-1.32334
36.1316	0.576637	-9.57053	-1.34501
36.1416	0.580837	-9.56409	-1.36682
36.1516	0.584981	-9.5576	-1.38878
36.1616	0.589066	-9.55105	-1.41088
36.1716	0.593093	-9.54444	-1.43312
36.1816	0.597062	-9.53779	-1.45548
36.1917	0.600972	-9.53109	-1.47796
36.2017	0.604824	-9.52434	-1.50056
36.2117	0.608617	-9.51755	-1.52327
36.2217	0.612351	-9.51071	-1.54608
36.2317	0.616026	-9.50383	-1.569
36.2417	0.619643	-9.49691	-1.592
36.2517	0.623202	-9.48995	-1.61509
36.2617	0.626703	-9.48296	-1.63826
36.2718	0.630144	-9.47593	-1.66151
36.2818	0.633528	-9.46887	-1.68483
36.2918	0.636853	-9.46178	-1.70822
36.3018	0.64012	-9.45467	-1.73167
36.3118	0.643329	-9.44753	-1.75518
36.3218	0.646482	-9.44036	-1.77874
36.3318	0.649579	-9.43317	-1.80235
36.3418	0.652618	-9.42596	-1.826
36.3518	0.655601	-9.41874	-1.84969
36.3619	0.658529	-9.41149	-1.87342
36.3719	0.661403	-9.40423	-1.89717
36.3819	0.664223	-9.39696	-1.92095
36.3919	0.666989	-9.38968	-1.94476
36.4019	0.669702	-9.38239	-1.96858
36.4119	0.672363	-9.37509	-1.99242
36.4219	0.674974	-9.36778	-2.01627
36.4319	0.677533	-9.36048	-2.04012
36.4419	0.680043	-9.35317	-2.06398
36.452	0.682504	-9.34585	-2.08784
36.462	0.684918	-9.33854	-2.11169
36.472	0.687285	-9.33124	-2.13554
36.482	0.689608	-9.32394	-2.15937
36.492	0.691885	-9.31664	-2.18319
36.502	0.69412	-9.30935	-2.207
36.512	0.696314	-9.30208	-2.23078
36.522	0.698467	-9.29481	-2.25453
36.532	0.70058	-9.28755	-2.27826
36.5421	0.702656	-9.28032	-2.30196
36.5521	0.704697	-9.27309	-2.32562
36.5621	0.706702	-9.26589	-2.34924
36.5721	0.708675	-9.2587	-2.37281
36.5821	0.710616	-9.25153	-2.39634
36.5921	0.712527	-9.24439	-2.41982
36.6021	0.714411	-9.23727	-2.44325
36.6121	0.716269	-9.23017	-2.46661
36.6222	0.718101	-9.2231	-2.48991
36.6322	0.719911	-9.21606	-2.51315
36.6422	0.721701	-9.20904	-2.53631
36.6522	0.723472	-9.20206	-2.5594
36.6622	0.725226	-9.19511	-2.58241
36.6722	0.726965	-9.18819	-2.60534
36.6822	0.728692	-9.18131	-2.62817
36.6922	0.730409	-9.17446	-2.65092
36.7022	0.732117	-9.16765	-2.67356
36.7123	0.73382	-9.16087	-2.69611
36.7223	0.735519	-9.15414	-2.71855
36.7323	0.737217	-9.14745	-2.74088
36.7423	0.738917	-9.14079	-2.76309
36.7523	0.740619	-9.13419	-2.78518
36.7623	0.742327	-9.12762	-2.80714
36.7723	0.744042	-9.1211	-2.82898
36.7823	0.745767	-9.11463	-2.85068
36.7923	0.747505	-9.10821	-2.87224
36.8024	0.749256	-9.10183	-2.89365
36.8124	0.751024	-9.09551	-2.91491
36.8224	0.752811	-9.08924	-2.93602
36.8324	0.754617	-9.08302	-2.95697
36.8424	0.756447	-9.07685	-2.97776
36.8524	0.7583	-9.07074	-2.99837
36.8624	0.76018	-9.06469	-3.01882
36.8724	0.762088	-9.0587	-3.03908
36.8825	0.764026	-9.05276	-3.05915
36.8925	0.765995	-9.04688	-3.07904
36.9025	0.767997	-9.04107	-3.09874
36.9125	0.770035	-9.03531	-3.11824
36.9225	0.772107	-9.02962	-3.13753
36.9325	0.774216	-9.024	-3.15662
36.9425	0.776363	-9.01844	-3.1755
36.9525	0.778548	-9.01295	-3.19416
36.9625	0.780773	-9.00753	-3.2126
36.9726	0.783037	-9.00218	-3.23081
36.9826	0.785342	-8.9969	-3.2488
36.9926	0.787688	-8.9917	-3.26656
37.0026	0.790075	-8.98656	-3.28407
37.0126	0.792503	-8.98151	-3.30135
37.0226	0.794973	-8.97653	-3.31838
37.0326	0.797482	-8.97162	-3.33517
37.0426	0.800033	-8.9668	-3.3517
37.0526	0.802625	-8.96205	-3.36798
37.0627	0.805255	-8.95739	-3.38399
37.0727	0.807924	-8.95281	-3.39975
37.0827	0.810629	-8.94831	-3.41524
37.0927	0.81337	-8.9439	-3.43045
37.1027	0.816144	-8.93957	-3.4454
37.1127	0.818951	-8.93532	-3.46007
37.1227	0.82179	-8.93117	-3.47446
37.1327	0.824658	-8.9271	-3.48856
37.1428	0.827554	-8.92312	-3.50238
37.1528	0.830475	-8.91923	-3.51591
37.1628	0.833419	-8.91542	-3.52915
37.1728	0.836384	-8.91171	-3.54209
37.1828	0.839367	-8.90809	-3.55473
37.1928	0.842365	-8.90456	-3.56707
37.2028	0.845377	-8.90112	-3.57911
37.2128	0.848399	-8.89777	-3.59083
37.2228	0.85143	-8.89452	-3.60225
37.2329	0.854465	-8.89136	-3.61335
37.2429	0.857501	-8.88829	-3.62414
37.2529	0.860536	-8.88532	-3.63461
37.2629	0.863567	-8.88244	-3.64475
37.2729	0.866592	-8.87965	-3.65457
37.2829	0.869605	-8.87696	-3.66405
37.2929	0.872606	-8.87436	-3.67321
37.3029	0.875589	-8.87185	-3.68203
37.3129	0.878554	-8.86944	-3.69051
37.323	0.881494	-8.86712	-3.69865
37.333	0.884409	-8.8649	-3.70645
37.343	0.887295	-8.86278	-3.7139
37.353	0.890148	-8.86074	-3.72101
37.363	0.892967	-8.85881	-3.72775
37.373	0.895746	-8.85697	-3.73415
37.383	0.898483	-8.85522	-3.74018
37.393	0.901175	-8.85357	-3.74586
37.4031	0.903819	-8.85202	-3.75117
37.4131	0.906411	-8.85056	-3.75611
37.4231	0.908949	-8.84919	-3.76069
37.4331	0.911429	-8.84793	-3.76489
37.4431	0.913848	-8.84676	-3.76872
37.4531	0.916203	-8.84569	-3.77218
37.4631	0.91849	-8.84471	-3.77525
37.4731	0.920707	-8.84383	-3.77795
37.4831	0.922851	-8.84305	-3.78026
37.4932	0.924918	-8.84237	-3.78218
37.5032	0.926905	-8.84178	-3.78372
37.5132	0.928809	-8.84129	-3.78488
37.5232	0.930627	-8.8409	-3.78564
37.5332	0.932354	-8.84061	-3.78601
37.5432	0.933989	-8.84042	-3.78599
37.5532	0.935527	-8.84033	-3.78557
37.5632	0.936966	-8.84033	-3.78476
37.5732	0.938301	-8.84043	-3.78356
37.5833	0.939531	-8.84064	-3.78196
37.5933	0.940651	-8.84094	-3.77997
37.6033	0.941658	-8.84134	-3.77758
37.6133	0.942549	-8.84184	-3.77479
37.6233	0.943321	-8.84244	-3.77161
37.6333	0.94397	-8.84314	-3.76804
37.6433	0.944492	-8.84393	-3.76407
37.6533	0.944886	-8.84482	-3.75971
37.6634	0.945147	-8.84581	-3.75497
37.6734	0.945273	-8.8469	-3.74983
37.6834	0.94526	-8.84808	-3.7443
37.6934	0.945105	-8.84936	-3.73839
37.7034	0.944806	-8.85074	-3.7321
37.7134	0.94436	-8.85221	-3.72543
37.7234	0.943764	-8.85377	-3.71838
37.7334	0.943016	-8.85543	-3.71095
37.7434	0.942113	-8.85718	-3.70315
37.7535	0.941054	-8.85902	-3.69499
37.7635	0.939835	-8.86095	-3.68646
37.7735	0.938457	-8.86298	-3.67758
37.7835	0.936916	-8.86509	-3.66833
37.7935	0.935212	-8.86728	-3.65874
37.8035	0.933343	-8.86957	-3.64879
37.8135	0.931309	-8.87194	-3.63851
37.8235	0.929108	-8.87439	-3.62788
37.8335	0.926741	-8.87692	-3.61692
37.8436	0.924207	-8.87954	-3.60563
37.8536	0.921507	-8.88224	-3.59402
37.8636	0.91864	-8.88501	-3.58209
37.8736	0.915608	-8.88787	-3.56985
37.8836	0.912411	-8.8908	-3.55729
37.8936	0.90905	-8.8938	-3.54444
37.9036	0.905527	-8.89688	-3.53129
37.9136	0.901844	-8.90003	-3.51784
37.9237	0.898003	-8.90325	-3.50411
37.9337	0.894006	-8.90655	-3.4901
37.9437	0.889855	-8.90991	-3.47581
37.9537	0.885555	-8.91334	-3.46126
37.9637	0.881106	-8.91683	-3.44643
37.9737	0.876514	-8.92039	-3.43135
37.9837	0.871781	-8.92401	-3.41602
37.9937	0.86691	-8.9277	-3.40043
38.0037	0.861907	-8.93145	-3.3846
38.0138	0.856774	-8.93525	-3.36853
38.0238	0.851518	-8.93912	-3.35223
38.0338	0.846141	-8.94305	-3.3357
38.0438	0.840649	-8.94703	-3.31895
38.0538	0.835046	-8.95107	-3.30197
38.0638	0.829338	-8.95516	-3.28478
38.0738	0.823529	-8.95931	-3.26738
38.0838	0.817624	-8.96351	-3.24977
38.0938	0.81163	-8.96776	-3.23196
38.1039	0.805551	-8.97207	-3.21395
38.1139	0.799393	-8.97642	-3.19574
38.1239	0.793161	-8.98083	-3.17735
38.1339	0.786862	-8.98529	-3.15876
38.1439	0.7805	-8.98979	-3.13999
38.1539	0.774082	-8.99435	-3.12103
38.1639	0.767613	-8.99895	-3.1019
38.1739	0.761099	-9.0036	-3.08259
38.184	0.754545	-9.0083	-3.0631
38.194	0.747958	-9.01305	-3.04344
38.204	0.741343	-9.01784	-3.02361
38.214	0.734705	-9.02268	-3.00361
38.224	0.72805	-9.02757	-2.98345
38.234	0.721383	-9.03251	-2.96312
38.244	0.714711	-9.0375	-2.94262
38.254	0.708038	-9.04253	-2.92196
38.264	0.701369	-9.04762	-2.90115
38.2741	0.69471	-9.05275	-2.88017
38.2841	0.688064	-9.05793	-2.85903
38.2941	0.681438	-9.06317	-2.83773
38.3041	0.674834	-9.06845	-2.81628
38.3141	0.668258	-9.07379	-2.79466
38.3241	0.661713	-9.07917	-2.77289
38.3341	0.655205	-9.08462	-2.75096
38.3441	0.648736	-9.09011	-2.72888
38.3541	0.642309	-9.09566	-2.70664
38.3642	0.635927	-9.10127	-2.68425
38.3742	0.629594	-9.10694	-2.6617
38.3842	0.623312	-9.11266	-2.63899
38.3942	0.617082	-9.11844	-2.61614
38.4042	0.610908	-9.12429	-2.59312
38.4142	0.60479	-9.13019	-2.56996
38.4242	0.59873	-9.13615	-2.54664
38.4342	0.592729	-9.14218	-2.52317
38.4443	0.586787	-9.14827	-2.49954
38.4543	0.580905	-9.15442	-2.47577
38.4643	0.575082	-9.16063	-2.45184
38.4743	0.569319	-9.16691	-2.42777
38.4843	0.563613	-9.17326	-2.40355
38.4943	0.557966	-9.17967	-2.37917
38.5043	0.552375	-9.18614	-2.35466
38.5143	0.546839	-9.19268	-2.33
38.5243	0.541355	-9.19928	-2.30519
38.5344	0.535922	-9.20595	-2.28024
38.5444	0.530538	-9.21268	-2.25516
38.5544	0.5252	-9.21947	-2.22993
38.5644	0.519905	-9.22633	-2.20457
38.5744	0.514651	-9.23324	-2.17908
38.5844	0.509433	-9.24022	-2.15346
38.5944	0.50425	-9.24725	-2.12771
38.6044	0.499097	-9.25435	-2.10183
38.6144	0.493971	-9.26149	-2.07583
38.6245	0.48887	-9.2687	-2.04972
38.6345	0.483788	-9.27595	-2.02349
38.6445	0.478723	-9.28326	-1.99715
38.6545	0.47367	-9.29062	-1.9707
38.6645	0.468626	-9.29802	-1.94415
38.6745	0.463587	-9.30547	-1.9175
38.6845	0.45855	-9.31296	-1.89075
38.6945	0.453512	-9.32049	-1.86392
38.7046	0.44847	-9.32806	-1.83701
38.7146	0.44342	-9.33567	-1.81002
38.7246	0.43836	-9.34331	-1.78296
38.7346	0.433285	-9.35098	-1.75583
38.7446	0.428193	-9.35868	-1.72864
38.7546	0.42308	-9.36641	-1.70139
38.7646	0.417946	-9.37417	-1.6741
38.7746	0.412789	-9.38194	-1.64677
38.7846	0.407605	-9.38974	-1.6194
38.7947	0.402393	-9.39756	-1.592
38.8047	0.39715	-9.40539	-1.56459
38.8147	0.391877	-9.41323	-1.53716
38.8247	0.386571	-9.42108	-1.50973
38.8347	0.381231	-9.42895	-1.4823
38.8447	0.375857	-9.43682	-1.45488
38.8547	0.370448	-9.44469	-1.42747
38.8647	0.365003	-9.45256	-1.40009
38.8747	0.359521	-9.46044	-1.37274
38.8848	0.354003	-9.46832	-1.34543
38.8948	0.348449	-9.47619	-1.31817
38.9048	0.342859	-9.48405	-1.29097
38.9148	0.337233	-9.49191	-1.26383
38.9248	0.331572	-9.49976	-1.23676
38.9348	0.325876	-9.50759	-1.20978
38.9448	0.320147	-9.51541	-1.18288
38.9548	0.314384	-9.52322	-1.15608
38.9649	0.30859	-9.531	-1.12938
38.9749	0.302764	-9.53877	-1.1028
38.9849	0.296908	-9.54651	-1.07633
38.9949	0.291022	-9.55423	-1.04999
39.0049	0.285109	-9.56193	-1.02379
39.0149	0.279168	-9.56959	-0.997737
39.0249	0.273203	-9.57722	-0.971832
39.0349	0.267212	-9.58483	-0.946087
39.0449	0.261199	-9.59239	-0.92051
39.055	0.255164	-9.59992	-0.895108
39.065	0.249108	-9.6074	-0.869888
39.075	0.243032	-9.61484	-0.844859
39.085	0.236938	-9.62224	-0.820028
39.095	0.230825	-9.62959	-0.795402
39.105	0.224697	-9.63689	-0.77099
39.115	0.218552	-9.64413	-0.746798
39.125	0.21239	-9.65132	-0.722835
39.135	0.206214	-9.65845	-0.699108
39.1451	0.200024	-9.66552	-0.675624
39.1551	0.193819	-9.67252	-0.65239
39.1651	0.1876	-9.67946	-0.629414
39.1751	0.181367	-9.68632	-0.606702
39.1851	0.175121	-9.69311	-0.584264
39.1951	0.16886	-9.69982	-0.562104
39.2051	0.162586	-9.70646	-0.540232
39.2151	0.156297	-9.71301	-0.518652
39.2251	0.149993	-9.71947	-0.497374
39.2352	0.143674	-9.72585	-0.476403
39.2452	0.137339	-9.73213	-0.455747
39.2552	0.130987	-9.73832	-0.435412
39.2652	0.124617	-9.74441	-0.415406
39.2752	0.118228	-9.7504	-0.395734
39.2852	0.111819	-9.75628	-0.376403
39.2952	0.10539	-9.76206	-0.35742
39.3052	0.098938	-9.76772	-0.33879
39.3153	0.0924628	-9.77327	-0.320519
39.3253	0.0859631	-9.77871	-0.302614
39.3353	0.0794372	-9.78402	-0.285079
39.3453	0.0728837	-9.78922	-0.267921
39.3553	0.0663013	-9.79429	-0.251144
39.3653	0.0596881	-9.79923	-0.234753
39.3753	0.0530428	-9.80405	-0.218754
39.3853	0.0463639	-9.80873	-0.20315
39.3953	0.0396509	-9.81328	-0.187946
39.4054	0.0328998	-9.81769	-0.173146
39.4154	0.0261112	-9.82196	-0.158754
39.4254	0.0192822	-9.8261	-0.144773
39.4354	0.0124111	-9.83009	-0.131205
39.4454	0.00549612	-9.83394	-0.118053
39.4554	-0.0014643	-9.83765	-0.105319
39.4654	-0.00847174	-9.84121	-0.0930053
39.4754	-0.0155277	-9.84462	-0.0811136
39.4854	-0.0226338	-9.84789	-0.069645
39.4955	-0.0297913	-9.85101	-0.0586004
39.5055	-0.0370023	-9.85399	-0.0479805
39.5155	-0.0442672	-9.85681	-0.0377856
39.5255	-0.0515885	-9.8595	-0.0280154
39.5355	-0.0589672	-9.86203	-0.0186698
39.5455	-0.0664045	-9.86442	-0.0097479
39.5555	-0.0739019	-9.86667	-0.00124878
39.5655	-0.0814607	-9.86877	0.0068292
39.5756	-0.0890825	-9.87073	0.0144878
39.5856	-0.0967684	-9.87255	0.0217292
39.5956	-0.104519	-9.87424	0.028556
39.6056	-0.112337	-9.87579	0.0349708
39.6156	-0.120222	-9.8772	0.0409767
39.6256	-0.128176	-9.87849	0.0465772
39.6356	-0.1362	-9.87964	0.0517756
39.6456	-0.144295	-9.88068	0.0565757
39.6556	-0.152461	-9.88159	0.0609821
39.6657	-0.160701	-9.88238	0.0649988
39.6757	-0.169016	-9.88305	0.0686307
39.6857	-0.177406	-9.88362	0.0718828
39.6957	-0.185872	-9.88407	0.0747601
39.7057	-0.194415	-9.88442	0.0772679
39.7157	-0.203035	-9.88467	0.0794121
39.7257	-0.211733	-9.88482	0.081198
39.7357	-0.22051	-9.88488	0.0826305
39.7457	-0.229367	-9.88484	0.0837141
39.7558	-0.238303	-9.88472	0.084461
39.7658	-0.24732	-9.88451	0.0848689
39.7758	-0.256418	-9.88423	0.0849473
39.7858	-0.265595	-9.88386	0.0847128
39.7958	-0.27485	-9.88343	0.0841656
39.8058	-0.284186	-9.88292	0.0833124
39.8158	-0.293602	-9.88235	0.0821557
39.8258	-0.303096	-9.88172	0.0807024
39.8359	-0.312669	-9.88102	0.0789603
39.8459	-0.32232	-9.88027	0.0769363
39.8559	-0.332049	-9.87946	0.0746367
39.8659	-0.341853	-9.8786	0.0720689
39.8759	-0.351732	-9.87769	0.0692392
39.8859	-0.361686	-9.87673	0.0661538
39.8959	-0.371712	-9.87573	0.0628192
39.9059	-0.38181	-9.87468	0.0592418
39.9159	-0.391977	-9.87359	0.0554278
39.926	-0.402212	-9.87246	0.0513835
39.936	-0.412513	-9.87129	0.0471146
39.946	-0.422878	-9.87008	0.0426271
39.956	-0.433304	-9.86884	0.0379266
39.966	-0.443789	-9.86757	0.0330184
39.976	-0.454331	-9.86626	0.0279089
39.986	-0.464927	-9.86492	0.0226021
39.996	-0.475575	-9.86355	0.0171037
40.006	-0.486271	-9.86215	0.0114185
40.0161	-0.497014	-9.86072	0.00555191
40.0261	-0.507801	-9.85926	-0.000491968
40.0361	-0.518629	-9.85778	-0.00670876
40.0461	-0.529494	-9.85626	-0.0130945
40.0561	-0.540394	-9.85472	-0.0196452
40.0661	-0.551326	-9.85316	-0.0263566
40.0761	-0.562288	-9.85157	-0.0332259
40.0861	-0.573273	-9.84995	-0.0402488
40.0962	-0.584281	-9.84831	-0.0474228
40.1062	-0.595307	-9.84664	-0.054744
40.1162	-0.606349	-9.84495	-0.0622085
40.1262	-0.617405	-9.84323	-0.069815
40.1362	-0.628472	-9.84149	-0.0775605
40.1462	-0.639546	-9.83973	-0.0854426
40.1562	-0.650625	-9.83794	-0.093459
40.1662	-0.661706	-9.83613	-0.101607
40.1762	-0.672785	-9.8343	-0.109886
40.1863	-0.683861	-9.83244	-0.118292
40.1963	-0.694931	-9.83056	-0.126824
40.2063	-0.705993	-9.82865	-0.13548
40.2163	-0.717043	-9.82672	-0.144259
40.2263	-0.728079	-9.82477	-0.153158
40.2363	-0.739099	-9.82279	-0.162177
40.2463	-0.750102	-9.82079	-0.171314
40.2563	-0.761086	-9.81876	-0.180566
40.2663	-0.772047	-9.81671	-0.189934
40.2764	-0.782985	-9.81464	-0.199414
40.2864	-0.793898	-9.81255	-0.209005
40.2964	-0.804783	-9.81043	-0.218706
40.3064	-0.815639	-9.80828	-0.228516
40.3164	-0.826465	-9.80611	-0.238432
40.3264	-0.837259	-9.80392	-0.248454
40.3364	-0.848021	-9.80171	-0.258578
40.3464	-0.858747	-9.79947	-0.268804
40.3565	-0.869438	-9.7972	-0.279129
40.3665	-0.880093	-9.79492	-0.289551
40.3765	-0.890709	-9.7926	-0.300069
40.3865	-0.901286	-9.79027	-0.31068
40.3965	-0.911824	-9.78791	-0.321382
40.4065	-0.922319	-9.78553	-0.332173
40.4165	-0.932773	-9.78313	-0.343049
