time (sec)	X vibration (m/s^2)	Y vibration (m/s^2)	Z vibration (m/s^2)
14.212	-0.192076	0.164047	0.221639
14.222	-0.384461	0.155898	0.19206
14.231	-0.291146	0.19632	0.0718331
14.242	-0.0637659	0.324905	-0.217705
14.252	-0.111403	0.316159	-0.248268
14.261	-0.123783	0.358417	-0.165998
14.271	-0.154327	0.481358	-0.374111
14.281	-0.0699954	0.447988	-0.437513
14.292	0.0785085	0.341712	-0.319363
14.302	0.319069	0.234644	-0.14421
14.311	0.545804	0.211465	0.0950496
14.322	0.638077	0.189761	0.364325
14.332	0.571008	0.132534	0.526935
14.341	0.326396	0.0670533	0.629238
14.352	0.0691718	-0.103687	0.699122
14.362	-0.0886979	-0.206365	0.644378
14.371	-0.0937578	-0.169737	0.66646
14.381	-0.275039	-0.188588	0.116242
14.392	-0.241416	-0.255329	-0.350641
14.402	-0.0834752	-0.506398	-0.822401
14.411	-0.0854833	-0.640493	-1.25933
14.421	-0.189036	-0.779171	-1.56483
14.431	-0.237128	-0.731434	-1.72051
14.441	-0.216756	-0.690645	-1.65987
14.452	-0.00101029	-0.732835	-1.55106
14.462	0.251625	-0.697933	-1.21935
14.471	0.344103	-0.589765	-0.952828
14.482	0.474879	-0.44901	-0.641643
14.492	0.68055	-0.257874	-0.360397
14.501	0.723293	-0.287222	-0.394177
14.512	0.974499	-0.101923	-0.270792
14.521	1.11865	-0.000912743	-0.143922
14.532	0.963305	0.0849246	0.021617
14.542	-0.325973	0.197595	0.651591
14.552	-0.674167	0.514199	1.16252
14.562	-0.728383	0.639996	1.64122
14.572	-0.630061	0.597715	1.99948
14.582	-0.528654	0.630684	2.27756
14.592	-0.552917	0.659447	2.27197
14.602	-0.589916	0.709901	2.03328
14.612	-0.604868	0.6777	2.05816
14.622	-0.578385	0.603253	1.5265
14.632	-0.570922	0.458997	0.847781
14.642	-0.650388	0.263691	0.231955
14.652	-0.829185	0.101023	-0.138976
14.662	-0.819133	-0.0335899	-0.376099
14.672	-0.637984	-0.148979	-0.566599
14.682	-0.239851	-0.181184	-0.662658
14.692	-0.106758	-0.203978	-0.798909
14.702	0.083908	-0.280692	-0.791374
14.712	0.292023	-0.168506	-1.05898
14.722	0.468563	-0.054781	-1.14845
14.732	0.445804	-0.0473542	-1.08504
14.742	0.524094	-0.0145398	-0.795874
14.752	0.446862	-0.126916	-0.651999
14.762	0.265589	-0.356597	-0.967998
14.772	0.270576	-0.833336	-1.06394
14.782	-0.015373	-0.82516	-1.48042
14.792	0.880682	-0.457512	-1.1054
14.802	1.92223	0.0872038	-0.379974
14.812	2.11708	0.42603	-0.57731
14.822	1.46939	0.241113	-0.660365
14.831	0.491071	-0.0892513	-0.54544
14.842	-0.13701	-0.291799	0.214704
14.852	-0.253317	-0.0670088	0.2344
14.862	-0.258353	-0.0840278	0.223018
14.872	-0.518929	-0.056951	0.065045
14.882	-0.712404	-0.130735	0.0509158
14.892	-0.818238	-0.139967	0.480194
14.902	-0.785179	-0.074392	0.990649
14.912	-0.688321	0.049076	1.52448
14.921	-0.573097	0.204405	1.93785
14.932	-0.547099	0.265427	1.92251
14.942	-0.581034	0.240852	1.42273
14.951	-0.649284	0.275955	1.11247
14.962	-0.66238	0.304771	0.792972
14.972	-0.67065	0.37411	0.560674
14.981	-0.693738	0.400886	0.606179
14.992	-0.622406	0.496616	0.23622
15.002	-0.50339	0.475142	-0.295285
15.012	-0.0626305	0.541964	-0.570068
15.022	0.391658	0.611121	-0.873112
15.032	0.594602	0.519555	-0.926096
15.042	0.599623	0.304845	-1.18755
15.051	0.625741	-0.196147	-1.22784
15.062	0.547502	-0.196466	-0.846372
15.072	0.413833	-0.230882	-0.44389
15.082	0.4555	-0.341725	-0.0371982
15.092	0.473434	-0.487724	0.302633
15.101	0.370492	-0.307749	0.845634
15.112	0.310979	-0.282744	0.82042
15.122	0.271661	-0.230821	0.93403
15.132	0.262291	-0.326276	0.713085
15.141	0.162041	-0.438955	0.423248
15.152	0.0500135	-0.302183	-0.0275815
15.161	0.106264	-0.181964	-0.0882167
15.172	0.119056	-0.0441161	-0.402547
15.182	0.190057	0.0703223	-0.664614
15.192	0.0754096	-0.0766542	-0.710066
15.202	0.010616	0.0188849	-0.63127
15.212	0.0607986	0.0124173	-0.403299
15.222	-0.00330426	0.0664838	-0.341047
15.231	-0.106107	0.0300212	-0.100721
15.241	-0.131491	0.032152	-0.135105
15.252	-0.341274	0.141861	-0.188432
15.262	-0.605309	0.0892573	-0.205299
15.272	-0.679979	-0.000440093	-0.150586
15.282	-0.608366	-0.11472	-0.379024
15.292	-0.662536	-0.0358555	-0.796171
15.302	-0.766274	0.0393021	-0.96591
15.312	-0.694889	-0.021815	-1.03044
15.322	-0.486316	-0.227446	-0.952586
15.332	-0.242013	-0.288798	-0.75758
15.342	-0.0306737	-0.415665	-0.563722
15.352	0.255972	-0.56558	0.0342238
15.361	0.36862	-0.202473	0.116266
15.372	0.364651	-0.243591	-0.0242623
15.382	0.623592	-0.20815	0.193005
15.392	0.7915	-0.18921	0.33256
15.402	0.824003	-0.0293028	0.560922
15.412	0.753961	0.217787	0.553792
15.421	0.699153	0.289695	0.558639
15.432	0.725094	0.251295	0.492744
15.442	0.638874	0.161276	0.430652
15.451	0.506611	0.102506	0.261131
15.462	0.400119	0.100039	0.254082
15.472	0.214918	0.212254	0.342497
15.481	0.226995	0.18552	0.260155
15.492	0.132812	0.218261	0.340365
15.501	-0.112211	0.238083	0.553866
15.512	-0.305464	0.298027	0.533247
15.522	-0.428915	0.323072	0.516729
15.532	-0.643306	0.270664	0.481841
15.542	-0.741352	0.192019	0.462324
15.552	-0.773765	0.162349	0.466901
15.562	-0.663123	0.162017	0.381756
15.572	-0.553204	0.128308	0.33583
15.582	-0.503375	0.173293	0.233978
15.592	-0.485696	0.184314	0.282841
15.602	-0.363328	0.103674	0.234211
15.612	-0.241988	-0.0485781	0.114029
15.621	-0.194166	-0.078064	-0.0485091
15.632	-0.0942286	-0.13586	-0.120931
15.642	-0.02859	-0.183951	-0.124422
15.652	0.166206	-0.187505	-0.276385
15.662	0.326928	-0.21977	-0.265833
15.672	0.335953	-0.101621	-0.169537
15.681	0.298281	-0.102917	-0.220421
15.692	0.229834	-0.159772	-0.217527
15.702	0.206786	-0.245984	-0.198562
15.712	0.178487	-0.231047	-0.134262
15.722	0.169135	-0.216413	-0.170112
15.732	0.118986	-0.174574	-0.0970151
15.742	0.136894	-0.0871761	-0.238155
15.751	0.12858	-0.0367427	-0.414713
15.762	0.0170143	-0.0410228	-0.523052
15.772	-0.00741218	-0.0289011	-0.653895
15.781	0.0506079	0.00696902	-0.453129
15.792	0.0739457	0.0522149	-0.400352
15.802	0.0243304	0.023323	-0.257756
15.811	-0.167744	0.0977619	-0.15695
15.822	-0.0788504	0.128937	-0.178194
15.831	-0.0915221	0.132539	-0.164889
15.842	-0.103117	0.199178	-0.12286
15.852	-0.0718917	0.24583	-0.195124
15.862	-0.0776108	0.28231	-0.0962938
15.872	-0.0614257	0.261601	0.0882292
15.882	-0.0698605	0.185906	0.252753
15.892	-0.149551	0.0838685	0.263279
15.902	-0.256671	-0.0550004	0.397194
15.911	-0.0783986	-0.116192	0.518661
15.921	0.111162	-0.196593	0.670008
15.932	0.214852	-0.127117	0.727861
15.942	0.0694067	-0.125973	0.467151
15.951	0.0844979	-0.129872	0.488202
15.962	0.0672999	-0.226128	0.413965
15.972	0.22414	-0.279147	0.203148
15.982	0.353227	-0.314402	0.0901527
15.991	0.462239	-0.276212	0.0566935
16.002	0.514731	-0.200161	0.0820222
16.012	0.348598	-0.00919123	0.0111621
16.021	0.130222	0.137414	-0.194966
16.032	-0.0938655	0.172747	-0.327026
16.042	-0.173144	0.167905	-0.391367
16.052	-0.0983847	0.0851023	-0.313084
16.062	-0.0897991	0.0493033	-0.227049
16.072	-0.0984741	-0.00604693	-0.115512
16.081	-0.0583797	-0.0167829	-0.0906703
16.091	-0.0337755	-0.102201	-0.127192
16.101	0.0727356	-0.0796172	-0.0482223
16.112	0.114724	-0.074753	-0.0976421
16.121	0.0792179	-0.0131563	-0.208344
16.132	-0.151329	0.200045	-0.332892
16.143	-0.208999	0.243921	-0.375215
16.152	-0.172217	0.212655	-0.383559
16.162	-0.128973	0.201314	-0.39628
16.172	-0.0880992	0.126988	-0.328192
16.182	-0.0700731	0.110901	-0.321724
16.192	-0.0366404	0.0505466	-0.271209
16.202	-0.0170563	0.0483757	-0.289784
16.212	-0.0857535	-0.0804888	-0.141743
16.222	-0.0950842	-0.134825	0.113474
16.232	-0.135928	-0.196409	0.330063
16.242	-0.132525	-0.211115	0.444839
16.252	-0.172029	-0.159609	0.581316
16.262	-0.32649	-0.0862123	0.547639
16.272	-0.388779	0.0695737	0.395471
16.282	-0.298471	0.12155	0.257673
16.292	-0.104731	0.171739	0.0962091
16.302	0.0593125	0.167425	-0.00613337
16.312	0.0494851	0.175411	-0.00280142
16.322	0.0326255	0.119539	-0.140802
16.331	-0.047016	0.156592	-0.0654186
16.342	0.0539726	0.124606	0.110608
16.352	0.13023	0.000797941	0.211201
16.361	0.193907	-0.0406495	0.420534
16.372	0.184206	-0.13629	0.563407
16.382	0.108642	-0.148028	0.574515
16.392	0.00670901	-0.140315	0.424841
16.402	0.068264	-0.098674	0.183913
16.412	0.131517	-0.132025	0.0377559
16.422	0.126559	-0.127789	0.0629363
16.431	0.218858	-0.0875568	-0.0442686
16.442	0.25724	-0.120403	-0.126414
16.452	0.183281	-0.113422	-0.288751
16.461	0.0993666	-0.0412046	-0.414759
16.472	0.0548344	0.0115684	-0.476415
16.482	0.0785735	0.053802	-0.539995
16.491	0.102866	0.0579873	-0.463671
16.502	0.0982429	0.0805473	-0.323001
16.512	0.0301414	0.104155	-0.385747
16.521	0.0383614	0.10645	-0.381782
16.531	-0.0191563	0.0624554	-0.332655
16.542	-0.0955769	0.0357262	-0.313295
16.552	-0.0780392	0.015399	-0.226375
16.562	-0.0881371	-0.00526339	-0.227517
16.572	-0.120252	-0.0555321	0.0550164
16.582	-0.106496	0.00444408	0.222809
16.592	-0.0994281	-0.0282912	0.319007
16.602	-0.177047	-0.0123864	0.239418
16.612	-0.199354	0.0112353	0.252964
16.622	-0.182009	-0.0208227	0.196777
16.632	-0.195165	0.00367916	0.147738
16.642	-0.161589	-0.0188413	0.192314
16.652	-0.0807907	-0.0507623	0.217174
16.662	-0.0770409	-0.0527234	0.192851
16.672	0.0398108	-0.0937553	0.255975
16.682	0.0209008	-0.0573829	0.290374
16.691	0.0320181	-0.0860266	0.278073
16.702	0.148431	-0.0874806	0.0592566
16.712	0.184907	0.00458676	-0.0802576
16.722	0.192658	0.0229411	-0.133394
16.732	0.13298	0.0520454	-0.203761
16.742	0.0635434	0.0253713	-0.215339
16.752	0.0302048	0.0810694	-0.279815
16.762	0.0254108	0.0802822	-0.285059
16.772	0.0366912	0.106034	-0.153522
16.782	0.0955964	0.139273	-0.0762443
16.792	0.0518936	0.0904525	-0.00961259
16.802	-0.0481572	0.0416468	0.0105504
16.811	-0.0922898	0.00879406	0.0720213
16.822	-0.0801517	0.0195268	0.146562
16.831	-0.0660022	-0.00846008	0.164672
16.842	-0.0138899	-0.0204933	0.213795
16.852	-0.05357	-0.0971089	0.194118
16.862	-0.0928295	-0.119775	0.10814
16.871	-0.0947755	-0.136167	0.11747
16.882	-0.0582173	-0.136328	0.106762
16.892	-0.0495097	-0.137668	0.0547846
16.902	-0.0211699	-0.159383	0.0186329
16.912	-0.0493407	-0.208983	-0.0320602
16.921	-0.0779156	-0.297252	0.0181173
16.931	-0.0523177	-0.323012	0.0765533
16.942	0.00928016	-0.276337	0.0854148
16.952	0.0782312	-0.249349	0.167048
16.962	0.136258	-0.166605	0.0933266
16.972	-0.0124399	-0.171793	-0.160576
16.982	-0.0228903	-0.199626	-0.186518
16.992	-0.0243252	-0.199676	-0.377744
17.002	0.0625757	-0.119271	-0.369201
17.011	0.148228	-0.0204541	-0.431194
17.022	0.131919	-0.00242384	-0.681927
17.032	-0.0860004	-0.00830175	-0.863854
17.041	-0.220785	-0.0715402	-0.858187
17.052	-0.238798	-0.0345543	-0.670595
17.062	-0.258715	0.0146911	-0.561168
17.072	-0.110648	-0.00110304	-0.278834
17.082	-0.182162	-0.0152461	-0.237812
17.092	-0.305416	-0.0391711	-0.155981
17.102	-0.346871	-0.0359462	-0.200163
17.112	-0.519823	0.0182303	-0.131849
17.121	-0.528231	0.0647369	0.0170241
17.132	-0.388257	0.0511172	0.133514
17.142	-0.381626	-0.145629	0.165154
17.151	-0.282084	-0.150144	0.304931
17.162	-0.194642	-0.134025	0.273457
17.172	-0.207001	-0.0778813	0.3003
17.182	-0.31825	0.0838927	0.388655
17.192	-0.419061	0.247217	0.559867
17.202	-0.640925	0.488911	0.834315
17.211	-0.708276	0.693623	1.00653
17.222	-0.850179	0.624439	1.24221
17.232	-0.977675	0.797349	1.4087
17.242	-0.87813	1.28161	1.4625
17.252	-0.397965	1.36713	2.37678
17.262	-0.3035	1.36265	2.02074
17.272	-0.363054	1.31192	1.84839
17.282	-0.394198	1.15372	2.07869
17.292	-0.0631849	0.827385	2.18731
17.302	0.719185	0.600594	1.50807
17.312	1.28924	-0.0470374	1.15435
17.322	1.6572	-0.144629	0.80334
17.332	1.84256	-0.405923	0.495609
17.342	2.17488	-0.718141	0.33774
17.351	2.63931	-0.325678	0.756455
17.362	3.15864	-0.461246	0.40524
17.371	3.55878	-0.60108	0.526097
17.382	3.61085	-0.822081	0.268274
17.392	3.53363	-0.944353	-0.365523
17.401	3.3778	-0.914333	-1.30997
17.412	2.93166	-0.979041	-2.27896
17.421	2.6016	-1.06374	-2.84707
17.432	2.31193	-1.01839	-2.88267
17.442	0.333501	-0.983188	-2.5456
17.452	-0.648933	-0.904558	-1.84199
17.462	0.15467	-0.466323	-1.8272
17.472	-0.224396	-0.4823	-1.74671
17.482	-0.52276	-0.351177	-2.29733
17.492	-0.784277	-0.229525	-3.08204
17.502	-0.521613	0.619488	-3.10626
17.511	-0.516632	0.656091	-1.70159
17.522	-1.51279	0.464167	-2.62658
17.532	-3.67216	0.727643	-2.9894
17.542	-5.02128	1.02518	-2.04912
17.552	-4.33992	0.986959	-1.22668
17.562	-3.72526	1.43773	1.00412
17.572	-3.13371	1.98971	1.56506
17.581	-2.57264	2.62942	0.808088
17.592	-2.05469	2.72626	0.818199
17.602	-1.57531	3.51176	-1.41723
17.612	-1.15176	3.43951	-1.39898
17.622	-0.77596	3.19116	-1.14821
17.632	-0.421523	2.06435	-1.25112
17.642	-0.128669	1.44151	-1.08992
17.652	0.126985	0.356997	-0.424123
17.662	0.330538	-0.769259	1.29581
17.672	0.482355	-0.982436	2.35357
17.681	0.640516	-1.66774	1.11182
17.692	0.784934	-2.82796	-0.573085
17.701	0.847987	-2.28066	-1.38944
17.712	0.922925	-3.12367	-2.22084
17.722	0.947199	-3.48836	-1.46406
17.731	0.926146	-3.04893	0.232076
17.742	0.879978	-2.64987	3.39017
17.752	0.815007	-2.29204	7.89506
17.762	0.790989	-1.95907	9.17785
17.772	0.790681	-1.53014	8.53739
17.782	0.7852	-0.478402	7.24271
17.792	0.862894	-0.45702	1.41923
17.802	0.949932	-0.952048	-4.26676
17.81	0.952357	-0.85701	-4.79413
17.822	0.979421	-0.861972	-7.89384
17.831	0.956634	-0.875875	-8.05435
17.841	0.881292	-0.950469	-5.20403
17.852	0.766874	-1.07501	-0.668698
17.862	0.641392	-1.23371	2.99981
17.872	0.517217	-1.28439	4.20352
17.882	0.338238	0.225636	4.08709
17.891	0.100358	2.78013	3.58152
17.902	-0.092777	2.6618	1.43589
17.912	-0.306363	1.77642	-1.37012
17.921	-0.622414	1.51935	-1.38121
17.931	-0.954546	0.197357	-2.32882
17.942	-1.37371	-1.30594	-0.432763
17.952	-1.90761	-1.31072	3.09511
17.962	-2.48747	-0.437976	3.94977
17.972	-3.1081	0.20374	3.97365
17.982	-3.79553	1.25682	3.9996
17.992	-4.5344	2.11906	4.02188
18.001	-3.08116	2.78331	4.08492
18.012	-0.416511	2.62709	2.56282
18.022	0.641195	1.36696	-1.77602
18.031	-1.60102	0.358531	-6.88152
18.041	-2.57659	0.0371327	-6.80412
18.052	-4.0782	-0.324055	-7.01816
18.062	-4.31317	-0.478363	-5.89015
18.072	-3.01091	-0.42698	-4.1765
18.082	-0.951221	-0.707411	-2.71423
18.092	0.399054	-1.1006	-1.26527
18.101	1.01452	-1.30997	-0.211519
18.112	1.01118	-1.13864	1.16869
18.122	0.694203	-0.980396	2.71275
18.131	1.40586	-0.901731	3.54475
18.142	1.84194	-1.24176	2.25897
18.152	1.50831	-1.25722	0.449461
18.161	0.362037	-1.65209	0.769005
18.172	0.440564	-1.25518	-0.936491
18.182	0.274416	-0.635032	-1.70679
18.192	2.14001	0.0234275	-1.01499
18.202	2.27879	1.00668	0.291619
18.212	2.37186	1.38107	1.3545
18.222	2.16152	1.37645	1.88727
18.232	1.64996	1.0103	2.53204
18.241	1.9078	0.445813	4.19053
18.252	2.60868	0.328027	5.16661
18.262	2.65241	0.105431	5.7743
18.271	2.15184	-0.361776	6.42704
18.281	2.07411	-0.201793	7.04207
18.292	2.7825	-0.00771145	6.99401
18.302	2.45839	-0.119422	5.46238
18.312	2.68824	-0.23536	3.25229
18.322	3.01239	-0.584331	0.105361
18.332	2.51433	-0.551094	-2.82456
18.342	1.54339	-0.309655	-5.17439
18.352	0.0131196	0.298348	-6.61055
18.362	-2.19988	1.30549	-7.38189
18.372	-2.08048	1.736	-6.64006
18.382	-1.86232	1.49965	-6.02732
18.391	-1.51062	0.955332	-5.58346
18.402	-1.55563	0.545725	-5.23323
18.412	-1.34719	0.27586	-4.9189
18.421	-1.1492	0.0588196	-5.04986
18.432	-0.584487	0.0246512	-5.30585
18.442	-0.379999	0.0622291	-4.66372
18.451	-0.196903	0.120052	-3.12347
18.462	0.152106	0.180727	-1.48983
18.472	0.362658	0.121242	0.254689
18.482	0.408178	0.0194967	1.57216
18.492	-0.114109	-0.0982714	2.56104
18.502	-0.259194	-0.139309	3.37457
18.511	0.0140181	-0.248832	3.1842
18.522	-0.115083	-0.195304	3.24886
18.532	-0.454946	-0.175068	3.08098
18.542	-0.954523	0.00312363	2.83861
18.552	-1.10423	0.152736	2.47099
18.562	-1.10007	0.155374	2.08641
18.571	-1.02113	0.251045	1.5902
18.582	-0.933532	0.383624	1.22384
18.592	-0.794587	0.467508	0.961885
18.601	-0.67543	0.486211	0.680224
18.612	-0.567082	0.521823	0.439262
18.622	-0.313557	0.487868	0.278468
18.632	0.258753	0.352846	0.210379
18.641	0.567129	0.38739	-0.038608
18.652	1.0374	0.137814	-0.182909
18.662	1.73073	-0.203091	-0.277498
18.671	1.71075	-0.525686	-0.310337
18.682	1.2409	-0.676943	-0.544517
18.692	0.577053	-0.412843	-0.736926
18.702	0.10211	-0.192144	-1.0832
18.712	-0.369742	-0.0687863	-1.08496
18.722	-0.503481	-0.0286369	-0.968703
18.732	-0.36875	-0.152634	-1.09308
18.742	-0.109094	-0.115923	-1.17084
18.752	0.297419	-0.021956	-1.16576
18.761	0.696564	0.077337	-1.46431
18.772	1.47584	-0.033318	-1.39416
18.782	1.98355	-0.130345	-0.999219
18.792	1.9876	-0.236607	-0.769673
18.802	1.66489	-0.226981	-0.745052
18.812	-0.444715	-0.206284	-0.509374
18.822	-1.14793	-0.101542	1.19918
18.831	-1.37979	0.033719	1.43316
18.842	-1.46249	0.21885	1.40386
18.852	-1.32001	0.434833	0.942578
18.862	-0.946326	0.540737	0.402225
18.871	-0.548072	0.613779	0.0499206
18.882	-0.321538	0.500523	-0.195046
18.891	-0.356233	0.22971	-0.140973
18.902	-0.252893	-0.0292868	-0.215605
18.912	-0.0688411	-0.36829	-0.276449
18.921	0.267037	-0.724695	-0.136888
18.932	0.643232	-0.883691	0.197619
18.942	0.527717	-0.796583	0.444383
18.952	-0.735925	-0.7395	1.06854
18.962	-1.1311	-0.394281	1.13621
18.972	-1.36599	-0.0285765	1.45386
18.981	-1.18589	0.00463695	1.30382
18.992	-1.01556	0.32916	1.48138
19.002	-0.434332	0.219618	1.08147
19.012	-0.0471555	-0.120306	0.362531
19.022	0.18838	-0.399837	0.17842
19.032	-0.0345084	-0.251829	0.19371
19.042	-0.403257	-0.0232247	-0.070535
19.052	-0.540983	-0.0648061	-0.279334
19.062	-0.676333	-0.0607492	-0.143215
19.072	-0.770984	0.119425	0.0368022
19.082	-0.829899	0.3274	0.203098
19.092	-1.03396	0.492545	0.467889
19.102	-1.00052	0.580927	0.704823
19.112	0.0982706	0.450712	0.342282
19.122	0.0546371	0.398375	0.50289
19.132	0.661282	-0.0300099	0.203559
19.142	1.1774	-0.256746	-0.199033
19.152	1.31353	-0.442969	-0.640167
19.162	1.16563	-0.61838	-0.951331
19.172	1.10728	-0.624787	-0.793096
19.182	0.858972	-0.585856	-0.252142
19.192	0.624152	-0.52318	0.489661
19.202	0.254751	-0.357697	0.989701
19.212	-0.151391	-0.174243	1.20912
19.222	-0.425016	0.0237841	1.33103
19.232	-0.520909	0.079389	1.16227
19.241	-0.6177	-0.00687229	1.37834
19.252	-0.573041	-0.0206728	0.924227
19.262	-0.305617	-0.0312956	0.449436
19.272	-0.166357	-0.0228721	-0.0335789
19.282	-0.121433	-0.0579928	-1.4247
19.292	0.0831224	0.192266	-1.80417
19.302	0.328754	0.206483	-2.0153
19.312	0.409639	0.201531	-2.0782
19.322	0.322156	0.223446	-1.90571
19.332	0.170858	0.271616	-1.65864
19.342	0.0773974	0.279714	-1.24873
19.352	0.0794571	0.248931	-0.827576
19.361	0.0376934	0.138032	-0.711819
19.371	0.16071	0.0251793	-0.351264
19.382	0.319037	-0.0938595	-0.0535291
19.392	0.385498	-0.0956763	0.237944
19.402	0.4151	-0.19269	0.386232
19.412	0.453311	-0.301998	0.487405
19.422	0.528839	-0.349734	0.455665
19.431	0.526399	-0.297229	0.431682
19.442	0.440074	-0.199025	0.288934
19.452	0.010519	-0.0141335	0.20483
19.462	-0.225489	0.080976	0.262108
19.471	-0.552893	0.119019	0.362226
19.482	-0.813134	0.264391	0.43594
19.492	-0.897155	0.329527	0.512776
19.502	-0.936726	0.29889	0.497305
19.511	-0.859947	0.30933	0.46213
19.522	-0.561473	0.330731	0.372177
19.532	-0.16287	0.309662	0.216412
19.542	0.11183	0.369179	0.156116
19.552	0.227653	0.473263	0.0383315
19.562	0.299204	0.50726	0.0534851
19.572	0.330662	0.472637	-0.189691
19.582	0.404001	0.338599	-0.403943
19.592	0.396247	0.15492	-0.819735
19.601	0.3781	0.167439	-0.83052
19.612	0.379501	-0.278562	-0.828608
19.621	0.339259	-0.359679	-0.695808
19.632	0.377417	-0.289882	-0.491377
19.642	0.471077	-0.206841	-0.33167
19.652	0.54491	-0.127661	-0.229106
19.662	0.418804	-0.0961112	-0.0149102
19.672	0.131745	-0.0763486	0.300963
19.682	-0.0546957	-0.118517	0.511325
19.692	-0.0711019	-0.252465	0.510116
19.702	-0.0951255	-0.356197	0.638987
19.711	-0.107552	-0.300276	0.622357
19.722	-0.2087	-0.352168	0.634742
19.732	-0.443339	-0.243737	0.602923
